Varieties,price,Suitable,address,g,stage,oldPrice,Classification,ManufacturerAddress,PorductName,daraurl,ManufacturerName,Flavor,title,brand
通用型,无,全犬种,加拿大,2270g,全犬期,310.00,犬粮,Orijen,,,Orijen,其他,现货多省包邮代理正品渴望Orijen无谷红肉全犬配方狗粮美毛2.27KG,渴望Orijen
通用型,无,全犬种,美国,5400g,全犬期,539.00,犬粮,福摩,,,福摩,其他,【香港正品】福摩全禽无谷猎鸟配方 鸭肉火鸡 狗粮 12磅 多省包邮,Fromm/福摩
,无,全犬种,加拿大,,全犬期,36.00,犬粮,NOW,,,NOW,其他,Now!Fresh全年龄小型犬1磅450克 试用粮 狗粮 四叶草小颗粒防泪痕,NowFresh
通用型,无,全犬种,加拿大,13000g,老年犬,900.00,犬粮,渴望Orijen,,,渴望Orijen,其他,破包WDJ推荐六星级加拿大渴望Orijen无谷天然老年犬狗粮 13KG包邮,渴望Orijen
,无,全犬种,其他,11000g,成犬,358.00,,伯纳天纯,,,伯纳天纯,其他,味臻纯狗粮小型犬成犬11KG美毛泰迪贵宾比熊巴哥雪纳瑞伯纳天纯,Pure＆Natural/伯纳天纯
通用型,无,,澳大利亚,1500g,成犬,78.00,犬粮,,,,aowj,羊肉味,澳洲进口OZVIC澳维加羊肉米成犬粮成犬狗粮宠物天然粮1.5kg,OZVIC/澳维加
,无,,美国,850g,全犬期,428.00,犬粮,美国,,,Vital Essentials维膳,牛肉味,断货|Vital Essentials维膳VE/大牛肉饼/冻干狗粮//辅食/猫/850g,Vital Essentials维膳
,无,,美国,500g,全犬期,39.00,,美国,,,FROMM,鱼肉味,现货香港购 美国原装Fromm福摩三文鱼蔬果全犬美毛狗粮分装500G,FROMM
,无,全犬种 其他 吉娃娃 哈士奇 巴哥犬 德国牧羊犬 拉布拉多 柯基 比熊 泰迪 约克夏 萨摩耶 西施犬 贵宾 边境牧羊犬 金毛 阿拉斯加 雪纳瑞,其他,10000g,全犬期,79.10,犬粮,山东济南,,,雅诗旗舰店,牛肉味,狗粮通用小狗成犬幼犬10kg20斤金毛萨摩耶德牧比熊泰迪犬粮贵宾,other/其他
,无,全犬种,加拿大,1200g,全犬期,125.00,,加拿大,,,爱肯拿,鸭肉,包邮 现货加拿大Acana爱肯拿无谷天然全犬期狗粮鸭肉梨配方 1.2kg,爱肯拿
,无,全犬种,加拿大,11400g,全犬期,840.00,,加拿大,,,爱肯拿,鸡肉味,包邮 现货加拿大ACANA爱肯拿无谷鸡肉鱼狗粮无谷农场盛宴 11.4kg,爱肯拿
,无,,爱尔兰,2500g,全犬期,23.70,,其(他)它,,,宠多格,牛肉味,嘉森堡特价2.5kg5斤狗粮金毛萨摩泰迪成犬幼犬专用犬粮包邮,嘉森堡
,无,柯基 比熊 泰迪 约克夏,美国,1360g,成犬,108.00,专用粮,COMON宠物食品公司,,,COMON宠物食品公司,牛肉味,COMON康慕无谷鲜肉天然粮低盐美毛牛肉狗粮泰迪比熊粮3LB,COMON
通用型,无,全犬种 吉娃娃 哈士奇 巴哥犬 德国牧羊犬 拉布拉多 柯基 比熊 泰迪 约克夏 萨摩耶 西施犬 贵宾 边境牧羊犬 金毛 阿拉斯加 雪纳瑞,德国,7500g,成犬,620.00,专用粮,德国,,,frolic,其他,现货德国frolic甜甜圈全犬通用成犬狗粮贵宾泰迪湿软型狗粮7.5KG,德国frolic
,无,,美国,500g,全犬期,50.00,,美国,,,福摩,牛肉味,美国Fromm福摩无谷牛肉蔬菜配方天然狗粮美毛全犬粮 试吃分装500g,福摩
,无,全犬种,加拿大,1300g,全犬期,998.00,,Orijen渴望,,,Orijen渴望,其他,WDJ加拿大Orijen渴望六种鱼狗粮13kg天然无谷成犬幼犬全犬粮狗粮,Orijen渴望
,无,全犬种,加拿大,2720g,幼犬,259.00,,NowFresh,,,NowFresh,其他,Now Fresh小型犬全犬粮加拿大进口狗粮天然通用型狗粮6磅鲜肉无谷,NowFresh
,无,全犬种,加拿大,2720g,全犬期,239.00,,GO!,,,GO!,鱼肉味,加拿大GO三文鱼全犬期狗粮6磅犬粮泰迪博美2.72kg成犬幼犬老犬粮,GO!
,无,全犬种,美国,1700g,幼犬,148.00,,Hill's,,,Hill's,其他,希尔斯/希尔思Hill's 天然狗粮系列 鸡肉糙米小型犬幼犬粮 1.81kg,Hill's
,无,全犬种,加拿大,11400g,成犬,950.00,犬粮,加拿大,,,ORIJEN,鸡肉味,轻微破包 加拿大ORIJEN渴望无谷成犬狗粮新版11.4kg 正品可查防伪,渴望ORIJEN
,无,,英国,6000g,成犬,405.00,,Fish4Dogs.Ltd,,,Fish4Dogs.Ltd,鱼肉味,海洋之星三文鱼配方狗粮无谷天然粮中小型犬成犬小颗粒狗粮6kg,Fish4Dogs/海洋之星
,无,,英国,12000g,成犬,730.00,,Fish4Dogs.Ltd,,,Fish4Dogs.Ltd,深海鱼味,海洋之星深海鱼狗粮无谷天然粮中小型犬幼犬小颗粒12kg,海洋之星
,无,,英国,12000g,成犬,690.00,,Fish4Dogs.Ltd,,,Fish4Dogs.Ltd,鱼肉味,海洋之星狗粮三文鱼无谷天然粮金毛哈士奇拉布拉多大型犬成犬主粮,海洋之星
,无,,英国,1500g,成犬,140.00,,Fish4Dogs.Ltd,,,Fish4Dogs.Ltd,鱼肉味,海洋之星三文鱼配方狗粮无谷天然粮中小型犬成犬小颗粒狗粮1.5kg,海洋之星
,无,,英国,6000g,成犬,425.00,,Fish4Dogs.Ltd,,,Fish4Dogs.Ltd,深海鱼味,海洋之星深海鱼狗粮无谷天然粮中小型犬幼犬小颗粒狗粮6kg,海洋之星
,无,,英国,12000g,成犬,695.00,犬粮,Fish4Dogs.Ltd,,,Fish4Dogs.Ltd,鱼肉味,海洋之星三文鱼配方狗粮无谷天然粮中小型犬成犬小颗粒狗粮12kg,Fish4Dogs/海洋之星
,无,,澳大利亚,12000g,幼犬,559.00,,天津经济技术开发区西区新兴路129号,,,普瑞纳,鸡肉味,冠能中型犬幼犬全价犬粮12kg,PRO PLAN/冠能
通用型,无,,德国,1500g,成犬,115.00,犬粮,德国,,,froxxc,其他,德国进口frolic 全犬种成犬甜甜圈狗粮贵宾泰迪半湿软型狗粮1.5kg,froxxc
,无,,加拿大,6000g,全犬期,520.00,,加拿大,,,爱肯拿,羊肉味,加拿大Acana爱肯拿天然狗粮无谷升级全犬羊肉苹果美毛肠胃保健6kg,爱肯拿
,无,,美国,13610g,成犬,570.00,,美国,,,牛油果,鸡肉味,现货香港购 美国Avoderm牛油果狗粮天然粮成犬鸡肉米饭配方30磅,AvoDerm牛油果
,无,,加拿大,10000g,成犬,388.00,,,,,妙趣,鱼肉味,【全国包邮】加拿大妙趣天然成犬狗粮10KG 三文鱼沙拉泰迪贵宾用,妙趣狗粮成犬
通用型,无,全犬种,日本,600g,成犬,169.00,犬粮,ASUKU,,,ASUKU,鹿肉,现货 日本进口ASUKU小型成犬狗粮北海道优质奶酪鹿肉半生软粮600g,ASUKU
,无,全犬种,比利时,12000g,幼犬,440.00,犬粮,比利时,,,嗗达,鸡肉味,包邮比利时原装进口Woofstard嗗达啃达天然幼犬狗粮12KG鸡肉配方,WOOFSTARD/嗗达
通用型,无,全犬种,其他,4000g,离乳期,280.00,奶糕,法国皇家,,,法国皇家,其他,法国皇家原装进口-小型离乳犬专用狗粮（小型犬奶糕)- 3kg,ROYAL CANIN/皇家
,无,,美国,2040g,全犬期,174.00,,美国,,,Nature's Variety,羊肉味,{送牛奶冻*2}美国百利 鲜羊肉燕麦全犬粮4.5磅/2.04kg,Nature's Variety/百利
金毛,无,金毛,其他,15000g,成犬,725.00,犬粮,杭州,,,杭州华瑞饲料有限公司,鸡肉味,巴西淘淘力派中大型成犬狗粮15KG大狗金毛拉布拉多犬主粮天然粮,EQUIL I BRIO/力派
,无,全犬种,美国,13600g,全犬期,750.00,,美国福摩,,,美国FROMM,其他,美国FROMM福摩鸭肉甜薯全犬狗粮30磅 减少泪痕 肠胃敏感,Fromm/福摩
,无,,其他,1814g,成犬,215.00,,新西兰,,,爱之选ADDICTION,羊肉味,新西兰ADD狗粮爱之选ADDICTION狗粮无谷羊肉4磅,爱之选ADDICTION
,无,,其他,1814g,幼犬,235.00,,新西兰,,,爱之选ADDICTION,深海鱼味,新西兰ADD狗粮爱之选ADDICTION狗粮蓝海三文鱼幼犬粮4磅,爱之选ADDICTION
,无,,其他,1800g,全犬期,215.00,,新西兰,,,爱之选ADDICTION,其他,新西兰ADD狗粮爱之选ADDICTION狗粮无谷野牧猪肉全犬粮4磅,爱之选ADDICTION
通用型,无,,其他,1500g,成犬,149.00,犬粮,法国,,,法国皇家,其他,【台湾行货】法国产皇家PR21小型犬室内成犬粮1.5kg 京津冀沪包邮,ROYAL CANIN/皇家
,无,全犬种,其他,2000g,全犬期,185.00,,上海市奉贤区肖南路,,,皇家宠物食品,其他,皇家犬皮肤处方粮SK23皮肤瘙痒症皮肤病狗粮2kg犬粮 多省包邮,ROYAL CANIN/皇家
通用型,无,,英国,1500g,成犬,210.00,犬粮,,,,深圳海洋之星宠物食品有限公司,鱼肉味,海洋之星三文鱼成犬小颗粒1.5kg护肤美毛增强免疫力成犬犬粮狗粮,Fish4Dogs/海洋之星
,无,,美国,1300g,全犬期,758.00,,美国,,,美国,牛肉味,美国凌采EVO全犬期 天然粮 无谷红肉小颗粒全犬粮28.6磅13KG,凌采
,无,全犬种,美国,13608g,全犬期,350.00,,进口,,,进口,鸭肉,天然低敏细颗粒鸭署30磅狗粮 改善泪痕低敏美毛30磅鸭署狗粮现货,雪山
通用型,无,全犬种 其他 吉娃娃 哈士奇 巴哥犬 德国牧羊犬 拉布拉多 柯基 比熊 泰迪 约克夏 萨摩耶 西施犬 贵宾 边境牧羊犬 金毛 阿拉斯加 雪纳瑞,美国,9980g,全犬期,900.00,犬粮,美国麻利Merrick,,,美国麻利Merrick,羊肉味,Kimi家美国麻利Merrick高能配方六种肉原始冻干成幼犬狗粮22磅,麻利Merrick
通用型,无,全犬种 其他 吉娃娃 哈士奇 巴哥犬 德国牧羊犬 拉布拉多 柯基 比熊 泰迪 约克夏 萨摩耶 西施犬 贵宾 边境牧羊犬 金毛 阿拉斯加 雪纳瑞,新西兰,1000g,全犬期,320.00,犬粮,26366 Carmel rancho lane,,,ziwipeak USA lnc,鹿肉,纽西兰进口ZiwiPeak巅峰鹿肉狗粮泰迪金毛幼犬成犬全犬天然粮1kg,ziwipeak
通用型,无,其他 巴哥犬 柯基 比熊 泰迪 约克夏 西施犬 贵宾 雪纳瑞,加拿大,5440g,全犬期,439.00,犬粮,PETCUREAN PET USA INC,,,PETCUREAN PET USA INC,鸡肉味,有防伪标加拿大进口now无谷小型犬全犬粮12磅泰迪幼犬成犬天然粮,NowFresh
通用型,无,,比利时,7500g,成犬,450.00,犬粮,欧帝亿,,,详见描述,其他,原装进口狗粮  欧帝亿 中型犬成犬肉味萨摩耶拉布拉多泰迪 7.5kg,IMPERIAL PAW/欧帝亿
通用型,无,,比利时,15000g,成犬,760.00,犬粮,欧帝亿,,,详见描述,其他,比利时IMPERIAL PAW欧帝亿大型犬成犬狗粮15kg犬主粮大狗多省包邮,IMPERIAL PAW/欧帝亿
通用型,无,约克夏 雪纳瑞 西施犬 泰迪 萨摩耶 全犬种 拉布拉多 柯基 金毛 吉娃娃 哈士奇 贵宾 德国牧羊犬 边境牧羊犬 比熊 巴哥犬 阿拉斯加,其他,2500g,全犬期,35.50,犬粮,贝卓,,,上海鹰迪宠物用品,牛肉味,泰迪狗粮天然爱吃的主粮美毛去泪痕全营养配方小幼犬成犬通用5斤,OTHER
,无,,其他,500g,成犬,10.00,,诺瑞,,,诺瑞,牛肉味,开饭乐牛排成犬狗粮德克萨斯烤牛排味 诺瑞狗粮500克 5斤包邮,诺瑞
雪纳瑞,无,,其他,2500g,成犬,29.90,专用粮,河北,,,河北宠嘉宠物饲料有限公司,牛肉味,美国MIMA狗粮_雪纳瑞成犬专用狗粮2.5kg公斤宠物主粮天然粮 包邮,MIMA
通用型,无,全犬种,美国,12700g,全犬期,460.00,犬粮,自然光环,,,自然光环,鸡肉味,包邮美国WDJ推荐进口HALO自然光环新鲜鸡肉蔬菜狗粮去泪痕全犬期2,自然光环
通用型,无,全犬种,英国,4500g,全犬期,280.00,犬粮,蓝色麦田北京科技,,,蓝色麦田北京科技有限公司,鸡肉味,蓝氏犬粮鸡肉燕麦狗粮全犬通用型犬主粮狗狗美毛幼犬补钙9磅包邮,LEGENDSANDY/蓝氏
通用型,无,哈士奇 德国牧羊犬 拉布拉多 萨摩耶 边境牧羊犬 金毛 阿拉斯加,英国,12000g,全犬期,988.00,犬粮,英国,,,原之选公司,其他,无现货英国进口Canagan原之选无谷野味全犬期狗粮12kg大型犬,原之选
,无,全犬种,英国,12000g,全犬期,877.00,犬粮,英国,,,英国Canagan原之选,羊肉味,无现货英国Canagan原之选无谷羊肉全犬期狗粮12kg大型关节保护,Canagan原之选
通用型,无,全犬种,英国,12000g,老年犬,875.00,犬粮,英国,,,原之选,鸡肉味,无现货英国进口Canagan原之选无谷物老年犬配方减肥犬狗粮12kg,原之选
,无,,其他,40g,全犬期,5.00,,爱肯拿,,,爱肯拿,其他,八袋包邮 爱肯拿深海鱼配方 40G试吃装犬粮,爱肯拿
,无,,其他,40g,全犬期,5.00,,爱肯拿,,,爱肯拿,鸡肉味,八袋包邮 爱肯拿无谷鸡肉鱼配方犬粮 40G试吃装,爱肯拿
,无,全犬种,美国,2000g,老年犬,118.00,,美國,,,希尔斯,鸡肉味,美国hills希尔斯高龄犬粮老犬粮活力长寿小颗粒小型犬狗粮-2kg,希尔斯
,无,全犬种,美国,12000g,全犬期,440.00,,爱邦,,,爱邦Earthborn,其他,美国爱邦天然狗粮鸡肉白鱼美毛成犬粮高纤促消化12kg微破,爱邦Earthborn
,无,,日本,270g,成犬,48.00,,日清,,,日清,牛肉味,日本原产日清狗粮干粮牛肉芝士味270g超小型犬成犬适口性好,日清
,无,全犬种,英国,1500g,幼犬,150.00,,Fish4Dogs/海洋之星,,,Fish4Dogs/海洋之星,鱼肉味,海洋之星幼犬粮无谷深海鱼小颗粒狗粮1.5kg泰迪贵宾去泪痕美毛,Fish4Dogs/海洋之星
通用型,无,,美国,18000g,全犬期,818.00,犬粮,百利,,,百利,鸡肉味,WDJ推荐百利Instinct天然本能无谷狗粮生鲜鸡肉配方幼犬狗粮 20磅,百利
,无,,加拿大,453g,成犬,38.00,,NOW工厂,,,NOW工厂,其他,加拿大NOW天然无谷全犬种成犬期狗粮成犬粮天然粮1磅试吃,NowFresh
,无,全犬种,英国,12000g,幼犬,690.00,,深圳海洋之星,,,海洋之星,鱼肉味,Fish4Dogs海洋之星天然粮抗敏感三文鱼成犬粮美毛配方12KG小颗粒,海洋之星
,无,,其他,1500g,幼犬,150.00,,,,,挪威AM Nutrition AS 公司,其他,包邮防伪！海洋之星深海鱼幼犬抗敏美毛天然无谷小颗粒狗粮1.5kg,Fish4Dogs/海洋之星
通用型,无,全犬种,加拿大,2000g,全犬期,275.00,犬粮,9503-90 AVENUE MO,,,CHAMPION PETFOOD,鸡肉味,加拿大Orijen渴望狗粮 天然无谷幼犬配方通用型2kg,Orijen渴望
通用型,无,全犬种 其他 吉娃娃 哈士奇 巴哥犬 德国牧羊犬 拉布拉多 柯基 比熊 泰迪 约克夏 萨摩耶 西施犬 贵宾 边境牧羊犬 金毛 阿拉斯加 雪纳瑞,美国,15000g,成犬,616.00 - 636.00,犬粮,"Hill's Pet Nutrition,Inc",,,"Hill's Pet Nutrition,Inc",鸡肉味,利农行货美国希尔斯标准粒狗粮15KG金毛萨摩中大型成犬通用型狗粮,希尔斯
通用型,无,,其他,1500g,成犬,140.00,犬粮,中国,,,深圳海洋之星宠物食品有限公司,鱼肉味,海洋之星三文鱼小型犬小狗成犬狗粮1.5kg美毛去泪痕蝴蝶犬主粮,Fish4Dogs/海洋之星
通用型,无,全犬种,加拿大,11400g,成犬,880.00,犬粮,加拿大,,,见详情,羊肉味,进口天然粮Acana爱肯拿狗粮成犬幼犬泰迪法斗羊肉苹果11.4KG狗粮,ACANA/爱肯拿
通用型,无,,新西兰,1000g,全犬期,325.00,犬粮,ziwipeak,,,ziwipeak,羊肉味,新西兰ziwipeak巅峰鲜肉风干羊肉配方无谷天然全犬粮 1kg,ziwipeak
,无,全犬种,比利时,1500g,离乳期,145.00,,耐吉斯,,,耐吉斯,鱼肉味,耐吉斯奶糕进口狗粮 (鸡肉+三文鱼)1.5kg 离乳幼犬极低敏全犬种,耐吉斯
通用型,无,德国牧羊犬 边境牧羊犬 金毛 阿拉斯加,比利时,15000g,成犬,723.00,犬粮,欧帝亿,,,嘉铭佳商贸,其他,官方授权原装进口欧帝亿大型犬成犬粮金毛边牧萨摩德牧狗粮 15kg,IMPERIAL PAW/欧帝亿
通用型,无,吉娃娃 巴哥犬 比熊 泰迪 西施犬 贵宾 雪纳瑞,加拿大,2000g,成犬,168.00,犬粮,,,,加拿大汤美仕有限公司,鱼肉味,加拿大TEB!汤恩贝狗粮D3天然四种鱼室内小型成犬粮4.4磅 2kg包邮,汤恩贝TEB!
,无,全犬种 其他 吉娃娃 哈士奇 巴哥犬 德国牧羊犬 拉布拉多 柯基 比熊 泰迪 约克夏 萨摩耶 西施犬 贵宾 边境牧羊犬 金毛 阿拉斯加 雪纳瑞,加拿大,2270g,全犬期,278.00,犬粮,CHAMPION PETFOODS LP,,,CHAMPION PETFOODS LP,鱼肉味,Orijen渴望六种鱼狗粮天然无谷全犬粮泰迪金毛贵宾通用型2.27kg,渴望
通用型,无,全犬种,加拿大,11400g,全犬期,975.00,犬粮,加拿大,,,champion petfood,其他,金毛七宝家加拿大Orijen渴望FIT无谷低卡控制体重减肥狗粮11.4kg,orijen／渴望
通用型,无,全犬种,英国,1500g,成犬,690.00,犬粮,海洋之星,,,Fish4Dogs.Ltd,鱼肉味,包邮海洋之星Fish4Dogs无谷深海鱼成犬狗粮12kg细粒美毛天然粮,Fish4Dogs/海洋之星
通用型,无,全犬种,加拿大,2270g,全犬期,840.00,犬粮,9503-90avenue morinville alverta T8R 1K7 canada,,,champion petfood,鸡肉味,多多妈-加拿大爱肯拿ACANA无谷农场盛宴11.4kg鸡肉鱼配方 狗粮,ACANA/爱肯拿
通用型,无,,其他,6000g,成犬,405.00,犬粮,中国,,,深圳海洋之星宠物食品有限公司,鱼肉味,海洋之星无谷深海鱼小型犬小狗成犬狗粮6kg泰迪吉娃娃犬主粮低敏,Fish4Dogs/海洋之星
通用型,无,全犬种 其他 吉娃娃 哈士奇 巴哥犬 德国牧羊犬 拉布拉多 柯基 比熊 泰迪 约克夏 萨摩耶 西施犬 贵宾 边境牧羊犬 金毛 阿拉斯加 雪纳瑞,其他,10000g,幼犬,140.00,犬粮,中国,,,欧迪宠物食品有限公司,牛肉味,宠物先生幼犬怀孕犬 狗粮 犬粮 营养配方牛肉味除口臭 10kg 包邮,Mr Pet/宠物先生
通用型,无,全犬种,加拿大,450g,成犬,33.90,犬粮,,,,奥雲寶,鸡肉味,香港正品Oven Baked 奥雲寶烘焗狗糧 狗主糧 雞肉细粒 450g试吃装,奥雲寶
,无,,加拿大,500g,幼犬,34.00,,NOW,,,NOW,鱼肉味,铝箔袋now狗粮幼犬怀孕哺乳犬配方美毛护肤幼犬通用型500g4斤包邮,NowFresh
通用型,无,全犬种,美国,13620g,全犬期,780.00,犬粮,2,,,荒野,牛肉味,Taste of theWild荒野盛宴草原风味无谷全犬狗粮30磅烤牛肉鹿肉,Taste of the Wild/荒野盛宴
,无,,美国,11800g,全犬期,1030.00,,美国,,,福摩,鱼肉味,破包 FROMM福摩狗粮 无谷三文鱼鸭肉蔬菜 26磅11.8kg 全犬期小粒,Fromm/福摩
,无,全犬种,美国,11800g,全犬期,1030.00,,美国,,,福摩,鱼肉味,6期免息 FROMM福摩狗粮 无谷三文鱼鸭肉蔬菜 26磅 全犬期美毛小粒,Fromm/福摩
通用型,无,,德国,2000g,成犬,112.00,犬粮,德国,,,卫塔卡夫,其他,小辣椒宠物-卫塔卡夫免疫活力成犬粮 金毛哈士奇大型犬狗粮2kg,卫塔卡夫
通用型,无,全犬种,美国,2200g,全犬期,476.00,犬粮,美国,,,威斯康辛州工厂,鱼肉味,美国进口福摩Fromm狗粮5磅三文鱼蔬菜低敏感美毛肠胃幼成全犬粮,Fromm/福摩
,无,,其他,8172g,老年犬,430.00,,维采,,,维采,鸡肉味,WDJ维采Vets Choice天然有机鸡肉减肥/老犬狗粮小颗粒18磅包运,Vets Choice/维采
,无,,其他,8170g,全犬期,440.00,,维采,,,维采,鸡肉味,正品 美国 维采Vets Choice 天然有机鸡肉小颗粒狗粮 18磅包运,美国 维采Vets Choice
,无,全犬种,比利时,80g,成犬,1.00,,上海,,,雍力（上海）生物科技有限公司,其他,ProPURE猋无谷天然狗粮成犬三文鱼比利时进口无谷天然粮试吃包邮,猋
柯基,无,吉娃娃 巴哥犬 柯基 比熊 泰迪 西施犬 贵宾 雪纳瑞,美国,15000g,成犬,680.00,犬粮,美国,,,美国希尔思宠物食品,羊肉味,授权正品美国Hill's希尔思/斯 中小型犬成犬鸡肉狗粮15kg 小颗粒,希尔思
通用型,无,,加拿大,2270g,全犬期,290.00,犬粮,加拿大,,,渴望,鱼肉味,包邮加拿大WDJ六星Orijen渴望六种鱼全龄犬粮2.27kg宠物狗天然粮,Orijen/渴望
,无,全犬种,比利时,12000g,幼犬,440.00,犬粮,比利时,,,比利时嗗达,鸡肉味,咨询送礼比利时Woofstard嗗达啃达鸡肉幼犬粮12kg全犬种天然狗粮,WOOFSTARD/嗗达
通用型,无,全犬种,美国,1800g,全犬期,220.00,犬粮,福摩,,,福摩,鱼肉味,美国Fromm福摩无谷三文鱼鸭肉蔬菜配方美毛天然全犬狗粮 4磅,Fromm/福摩
通用型,无,全犬种,美国,1800g,全犬期,214.00,犬粮,百利,,,百利,鸡肉味,美国百利天然本能Instinct无谷高能鸡肉小型犬成犬狗粮 4.1磅,百利
通用型,无,,新西兰,454g,全犬期,190.00,犬粮,ziwipeak巅峰,,,ziwipeak巅峰,鱼肉味,新西兰ziwipeak巅峰鲜肉风干羊肉马鲛鱼配方无谷天然全犬粮 454g,ziwipeak巅峰
,无,全犬种,新西兰,3000g,全犬期,270.00,,ZEAL,,,ZEAL,鹿肉,纽西兰Zeal进口全天然半湿狗粮犬粮鹿肉配方3KG 鲜肉狗粮包邮,ZEAL
,无,,美国,11818g,幼犬,519.00,,AvoDerm牛油果,,,AvoDerm牛油果,鸡肉味,正品美国进口AvoDerm牛油果幼犬助长配方狗粮26磅金毛泰迪犬粮,Avoderm
,无,,加拿大,5440g,全犬期,439.00,,NOW,,,NOW,其他,NOW小型犬四叶草无谷狗粮泰迪贵宾全犬天然粮12磅正品带防伪查询,NowFresh
,无,,其他,9999g,成犬,640.00,,比利时,,,耐吉斯,鸡肉味,狗狗主粮耐吉斯金毛拉布拉多成犬大型犬鸡肉三文鱼12.7kg天然狗粮,耐吉斯
,无,,日本,400g,离乳期,98.00,,维他命君,,,维他命君,其他,日本原产幼犬离乳营养麦片狗粮400g,维他命君
通用型,无,全犬种,加拿大,11400g,全犬期,640.00 - 980.00,专用粮,加拿大,,,冠军,鸡肉味,在途 加拿大采购渴望orijen FIT&Trim低脂健康塑形狗粮11.4kg,渴望orijen
通用型,无,全犬种,美国,13600g,全犬期,800.00,犬粮,美国,,,美国荒野盛宴公司,鸡肉味,荒野盛宴28磅美国进口成犬田园烤野鸭烟熏火鸡配方无谷幼犬狗粮,Taste of the Wild/荒野盛宴
通用型,无,全犬种,加拿大,11400g,全犬期,1220.00,犬粮,渴望,,,渴望,其他,全新包装官网可查防伪 加拿大Orijen渴望全犬无谷红肉狗粮 11.4KG,Orijen渴望
通用型,无,全犬种,加拿大,11400g,全犬期,975.00,犬粮,渴望,,,渴望,其他,全新包装 加拿大渴望Orijen全犬种无谷物成犬狗粮双标 11.4KG,Orijen渴望
,无,,加拿大,11300g,全犬期,789.00,,加拿大now工厂,,,Petcurean,鸡肉味,NOW无谷小颗粒小型犬 狗粮 泰迪比熊全犬 25磅(正品带防伪查询),NowFresh
通用型,无,全犬种,其他,100g,成犬,9.80,犬粮,上海市金山亭卫公路6383号,,,上海比瑞吉宠物用品有限公司,其他,比瑞吉宠物狗薏苡仁皮肤调理处方粮改善皮肤病美毛全犬期狗粮100g,Nature Bridge/比瑞吉
,无,,其他,12258g,全犬期,635.00,,百利,,,百利,牛肉味,WDJ六星级美国百利Nature's 牛肉糙米配方全犬期狗粮27磅包运,百利
,无,全犬种,美国,2000g,全犬期,165.00,,...,,,雪山,其他,美国雪山狗粮甜薯鹿肉无谷配方全犬粮 4.5磅 标粒,雪山
通用型,无,全犬种,其他,1500g,全犬期,150.00,犬粮,Fish4Dogs.Ltd,,,海洋之星,鱼肉味,Mini-英国海洋之星三文鱼玩具全犬期狗粮泰迪贵宾无谷天然粮1.5kg,Fish4Dogs/海洋之星
